,Date,State/UnionTerritory,Confirmed,Density,Intensity
443,2020-03-28,Uttarakhand,5,189.0,0.026455026455026454
444,2020-03-28,Uttar Pradesh,55,828.0,0.06642512077294686
445,2020-03-28,West Bengal,15,1029.0,0.014577259475218658
446,2020-03-29,Andhra Pradesh,19,303.0,0.0627062706270627
447,2020-03-29,Andaman and Nicobar Islands,9,46.0,0.1956521739130435
448,2020-03-29,Bihar,11,1102.0,0.009981851179673321
449,2020-03-29,Chandigarh,8,9252.0,0.0008646779074794639
450,2020-03-29,Chhattisgarh,7,189.0,0.037037037037037035
451,2020-03-29,Delhi,49,11297.0,0.004337434717181552
452,2020-03-29,Goa,5,394.0,0.012690355329949238
453,2020-03-29,Gujarat,58,308.0,0.18831168831168832
454,2020-03-29,Haryana,33,573.0,0.05759162303664921
455,2020-03-29,Himachal Pradesh,3,123.0,0.024390243902439025
456,2020-03-29,Jammu and Kashmir,31,98.0,0.3163265306122449
457,2020-03-29,Karnataka,76,319.0,0.23824451410658307
458,2020-03-29,Kerala,182,859.0,0.21187427240977882
459,2020-03-29,Ladakh,13,2.8,4.642857142857143
460,2020-03-29,Madhya Pradesh,30,236.0,0.1271186440677966
461,2020-03-29,Maharashtra,186,365.0,0.5095890410958904
462,2020-03-29,Manipur,1,122.0,0.00819672131147541
463,2020-03-29,Mizoram,1,52.0,0.019230769230769232
464,2020-03-29,Odisha,3,269.0,0.011152416356877323
465,2020-03-29,Puducherry,1,2598.0,0.00038491147036181676
466,2020-03-29,Punjab,38,550.0,0.06909090909090909
467,2020-03-29,Rajasthan,55,201.0,0.2736318407960199
468,2020-03-29,Tamil Nadu,49,555.0,0.08828828828828829
469,2020-03-29,Telengana,66,312.0,0.21153846153846154
470,2020-03-29,Uttarakhand,7,189.0,0.037037037037037035
471,2020-03-29,Uttar Pradesh,65,828.0,0.0785024154589372
472,2020-03-29,West Bengal,18,1029.0,0.01749271137026239
473,2020-03-30,Andhra Pradesh,23,303.0,0.07590759075907591
474,2020-03-30,Andaman and Nicobar Islands,9,46.0,0.1956521739130435
475,2020-03-30,Bihar,15,1102.0,0.013611615245009074
476,2020-03-30,Chandigarh,8,9252.0,0.0008646779074794639
477,2020-03-30,Chhattisgarh,7,189.0,0.037037037037037035
478,2020-03-30,Delhi,87,11297.0,0.007701159599893777
479,2020-03-30,Goa,5,394.0,0.012690355329949238
480,2020-03-30,Gujarat,69,308.0,0.22402597402597402
481,2020-03-30,Haryana,36,573.0,0.06282722513089005
482,2020-03-30,Himachal Pradesh,3,123.0,0.024390243902439025
483,2020-03-30,Jammu and Kashmir,48,98.0,0.4897959183673469
484,2020-03-30,Karnataka,83,319.0,0.2601880877742947
485,2020-03-30,Kerala,202,859.0,0.2351571594877765
486,2020-03-30,Ladakh,13,2.8,4.642857142857143
487,2020-03-30,Madhya Pradesh,47,236.0,0.19915254237288135
488,2020-03-30,Maharashtra,198,365.0,0.5424657534246575
489,2020-03-30,Manipur,1,122.0,0.00819672131147541
490,2020-03-30,Mizoram,1,52.0,0.019230769230769232
491,2020-03-30,Odisha,3,269.0,0.011152416356877323
492,2020-03-30,Puducherry,1,2598.0,0.00038491147036181676
493,2020-03-30,Punjab,38,550.0,0.06909090909090909
494,2020-03-30,Rajasthan,59,201.0,0.2935323383084577
495,2020-03-30,Tamil Nadu,67,555.0,0.12072072072072072
496,2020-03-30,Telengana,71,312.0,0.22756410256410256
497,2020-03-30,Uttarakhand,7,189.0,0.037037037037037035
498,2020-03-30,Uttar Pradesh,82,828.0,0.09903381642512077
499,2020-03-30,West Bengal,22,1029.0,0.021379980563654033
501,2020-03-31,Andhra Pradesh,40,303.0,0.132013201320132
502,2020-03-31,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
503,2020-03-31,Bihar,15,1102.0,0.013611615245009074
504,2020-03-31,Chandigarh,13,9252.0,0.0014051015996541288
505,2020-03-31,Chhattisgarh,8,189.0,0.042328042328042326
506,2020-03-31,Delhi,97,11297.0,0.008586350358502257
507,2020-03-31,Goa,5,394.0,0.012690355329949238
508,2020-03-31,Gujarat,73,308.0,0.237012987012987
509,2020-03-31,Haryana,40,573.0,0.06980802792321117
510,2020-03-31,Himachal Pradesh,3,123.0,0.024390243902439025
511,2020-03-31,Jammu and Kashmir,54,98.0,0.5510204081632653
512,2020-03-31,Karnataka,83,319.0,0.2601880877742947
513,2020-03-31,Kerala,234,859.0,0.2724097788125728
514,2020-03-31,Ladakh,13,2.8,4.642857142857143
515,2020-03-31,Madhya Pradesh,47,236.0,0.19915254237288135
516,2020-03-31,Maharashtra,216,365.0,0.5917808219178082
517,2020-03-31,Manipur,1,122.0,0.00819672131147541
518,2020-03-31,Mizoram,1,52.0,0.019230769230769232
519,2020-03-31,Odisha,3,269.0,0.011152416356877323
520,2020-03-31,Puducherry,1,2598.0,0.00038491147036181676
521,2020-03-31,Punjab,41,550.0,0.07454545454545454
522,2020-03-31,Rajasthan,74,201.0,0.3681592039800995
523,2020-03-31,Tamil Nadu,74,555.0,0.13333333333333333
524,2020-03-31,Telengana,79,312.0,0.2532051282051282
525,2020-03-31,Uttarakhand,7,189.0,0.037037037037037035
526,2020-03-31,Uttar Pradesh,101,828.0,0.12198067632850242
527,2020-03-31,West Bengal,26,1029.0,0.025267249757045675
529,2020-04-01,Andhra Pradesh,83,303.0,0.2739273927392739
530,2020-04-01,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
531,2020-04-01,Assam,1,397.0,0.0025188916876574307
532,2020-04-01,Bihar,23,1102.0,0.020871143375680582
533,2020-04-01,Chandigarh,16,9252.0,0.0017293558149589277
534,2020-04-01,Chhattisgarh,9,189.0,0.047619047619047616
535,2020-04-01,Delhi,152,11297.0,0.013454899530848897
536,2020-04-01,Goa,5,394.0,0.012690355329949238
537,2020-04-01,Gujarat,82,308.0,0.2662337662337662
538,2020-04-01,Haryana,43,573.0,0.07504363001745201
539,2020-04-01,Himachal Pradesh,3,123.0,0.024390243902439025
540,2020-04-01,Jammu and Kashmir,62,98.0,0.6326530612244898
541,2020-04-01,Jharkhand,1,414.0,0.0024154589371980675
542,2020-04-01,Karnataka,101,319.0,0.3166144200626959
543,2020-04-01,Kerala,241,859.0,0.28055878928987193
544,2020-04-01,Ladakh,13,2.8,4.642857142857143
545,2020-04-01,Madhya Pradesh,66,236.0,0.2796610169491525
546,2020-04-01,Maharashtra,302,365.0,0.8273972602739726
547,2020-04-01,Manipur,1,122.0,0.00819672131147541
548,2020-04-01,Mizoram,1,52.0,0.019230769230769232
549,2020-04-01,Odisha,4,269.0,0.01486988847583643
550,2020-04-01,Puducherry,3,2598.0,0.0011547344110854503
551,2020-04-01,Punjab,42,550.0,0.07636363636363637
552,2020-04-01,Rajasthan,93,201.0,0.4626865671641791
553,2020-04-01,Tamil Nadu,234,555.0,0.42162162162162165
554,2020-04-01,Telengana,96,312.0,0.3076923076923077
555,2020-04-01,Uttarakhand,7,189.0,0.037037037037037035
556,2020-04-01,Uttar Pradesh,103,828.0,0.12439613526570048
557,2020-04-01,West Bengal,37,1029.0,0.03595724003887269
558,2020-04-02,Andhra Pradesh,86,303.0,0.2838283828382838
559,2020-04-02,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
560,2020-04-02,Assam,5,397.0,0.012594458438287154
561,2020-04-02,Bihar,24,1102.0,0.021778584392014518
562,2020-04-02,Chandigarh,16,9252.0,0.0017293558149589277
563,2020-04-02,Chhattisgarh,9,189.0,0.047619047619047616
564,2020-04-02,Delhi,219,11297.0,0.019385677613525713
565,2020-04-02,Goa,5,394.0,0.012690355329949238
566,2020-04-02,Gujarat,87,308.0,0.2824675324675325
567,2020-04-02,Haryana,43,573.0,0.07504363001745201
568,2020-04-02,Himachal Pradesh,3,123.0,0.024390243902439025
569,2020-04-02,Jammu and Kashmir,62,98.0,0.6326530612244898
570,2020-04-02,Jharkhand,1,414.0,0.0024154589371980675
571,2020-04-02,Karnataka,110,319.0,0.3448275862068966
572,2020-04-02,Kerala,265,859.0,0.3084982537834691
573,2020-04-02,Ladakh,13,2.8,4.642857142857143
574,2020-04-02,Madhya Pradesh,99,236.0,0.4194915254237288
575,2020-04-02,Maharashtra,335,365.0,0.9178082191780822
576,2020-04-02,Manipur,1,122.0,0.00819672131147541
577,2020-04-02,Mizoram,1,52.0,0.019230769230769232
578,2020-04-02,Odisha,4,269.0,0.01486988847583643
579,2020-04-02,Puducherry,3,2598.0,0.0011547344110854503
580,2020-04-02,Punjab,46,550.0,0.08363636363636363
581,2020-04-02,Rajasthan,108,201.0,0.5373134328358209
582,2020-04-02,Tamil Nadu,234,555.0,0.42162162162162165
583,2020-04-02,Telengana,107,312.0,0.34294871794871795
584,2020-04-02,Uttarakhand,7,189.0,0.037037037037037035
585,2020-04-02,Uttar Pradesh,113,828.0,0.13647342995169082
586,2020-04-02,West Bengal,53,1029.0,0.05150631681243926
587,2020-04-03,Andhra Pradesh,132,303.0,0.43564356435643564
588,2020-04-03,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
589,2020-04-03,Arunachal Pradesh,1,17.0,0.058823529411764705
590,2020-04-03,Assam,16,397.0,0.04030226700251889
591,2020-04-03,Bihar,29,1102.0,0.02631578947368421
592,2020-04-03,Chandigarh,18,9252.0,0.0019455252918287938
593,2020-04-03,Chhattisgarh,9,189.0,0.047619047619047616
594,2020-04-03,Delhi,219,11297.0,0.019385677613525713
595,2020-04-03,Goa,6,394.0,0.015228426395939087
596,2020-04-03,Gujarat,95,308.0,0.30844155844155846
597,2020-04-03,Haryana,49,573.0,0.08551483420593368
598,2020-04-03,Himachal Pradesh,6,123.0,0.04878048780487805
599,2020-04-03,Jammu and Kashmir,75,98.0,0.7653061224489796
600,2020-04-03,Jharkhand,2,414.0,0.004830917874396135
601,2020-04-03,Karnataka,124,319.0,0.3887147335423197
602,2020-04-03,Kerala,286,859.0,0.3329452852153667
603,2020-04-03,Ladakh,14,2.8,5.0
604,2020-04-03,Madhya Pradesh,104,236.0,0.4406779661016949
605,2020-04-03,Maharashtra,335,365.0,0.9178082191780822
606,2020-04-03,Manipur,2,122.0,0.01639344262295082
607,2020-04-03,Mizoram,1,52.0,0.019230769230769232
608,2020-04-03,Odisha,5,269.0,0.01858736059479554
609,2020-04-03,Puducherry,5,2598.0,0.001924557351809084
610,2020-04-03,Punjab,48,550.0,0.08727272727272728
611,2020-04-03,Rajasthan,167,201.0,0.8308457711442786
612,2020-04-03,Tamil Nadu,309,555.0,0.5567567567567567
613,2020-04-03,Telengana,158,312.0,0.5064102564102564
614,2020-04-03,Uttarakhand,10,189.0,0.05291005291005291
615,2020-04-03,Uttar Pradesh,172,828.0,0.20772946859903382
616,2020-04-03,West Bengal,63,1029.0,0.061224489795918366
618,2020-04-04,Andhra Pradesh,161,303.0,0.5313531353135313
619,2020-04-04,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
620,2020-04-04,Arunachal Pradesh,1,17.0,0.058823529411764705
621,2020-04-04,Assam,24,397.0,0.060453400503778336
622,2020-04-04,Bihar,30,1102.0,0.02722323049001815
623,2020-04-04,Chandigarh,18,9252.0,0.0019455252918287938
624,2020-04-04,Chhattisgarh,9,189.0,0.047619047619047616
625,2020-04-04,Delhi,445,11297.0,0.03939098875807737
626,2020-04-04,Goa,7,394.0,0.017766497461928935
627,2020-04-04,Gujarat,105,308.0,0.3409090909090909
628,2020-04-04,Haryana,49,573.0,0.08551483420593368
629,2020-04-04,Himachal Pradesh,6,123.0,0.04878048780487805
630,2020-04-04,Jammu and Kashmir,75,98.0,0.7653061224489796
631,2020-04-04,Jharkhand,2,414.0,0.004830917874396135
632,2020-04-04,Karnataka,128,319.0,0.4012539184952978
633,2020-04-04,Kerala,295,859.0,0.34342258440046564
634,2020-04-04,Ladakh,14,2.8,5.0
635,2020-04-04,Madhya Pradesh,104,236.0,0.4406779661016949
636,2020-04-04,Maharashtra,490,365.0,1.3424657534246576
637,2020-04-04,Manipur,2,122.0,0.01639344262295082
638,2020-04-04,Mizoram,1,52.0,0.019230769230769232
639,2020-04-04,Odisha,5,269.0,0.01858736059479554
640,2020-04-04,Puducherry,5,2598.0,0.001924557351809084
641,2020-04-04,Punjab,57,550.0,0.10363636363636364
642,2020-04-04,Rajasthan,200,201.0,0.9950248756218906
643,2020-04-04,Tamil Nadu,411,555.0,0.7405405405405405
644,2020-04-04,Telengana,159,312.0,0.5096153846153846
645,2020-04-04,Uttarakhand,16,189.0,0.08465608465608465
646,2020-04-04,Uttar Pradesh,174,828.0,0.21014492753623187
647,2020-04-04,West Bengal,69,1029.0,0.06705539358600583
648,2020-04-05,Andhra Pradesh,190,303.0,0.6270627062706271
649,2020-04-05,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
650,2020-04-05,Arunachal Pradesh,1,17.0,0.058823529411764705
651,2020-04-05,Assam,26,397.0,0.0654911838790932
652,2020-04-05,Bihar,30,1102.0,0.02722323049001815
653,2020-04-05,Chandigarh,18,9252.0,0.0019455252918287938
654,2020-04-05,Chhattisgarh,9,189.0,0.047619047619047616
655,2020-04-05,Delhi,503,11297.0,0.04452509515800655
656,2020-04-05,Goa,7,394.0,0.017766497461928935
657,2020-04-05,Gujarat,122,308.0,0.3961038961038961
658,2020-04-05,Haryana,59,573.0,0.10296684118673648
659,2020-04-05,Himachal Pradesh,6,123.0,0.04878048780487805
660,2020-04-05,Jammu and Kashmir,106,98.0,1.0816326530612246
661,2020-04-05,Jharkhand,3,414.0,0.007246376811594203
662,2020-04-05,Karnataka,144,319.0,0.45141065830721006
663,2020-04-05,Kerala,306,859.0,0.3562281722933644
664,2020-04-05,Ladakh,14,2.8,5.0
665,2020-04-05,Madhya Pradesh,165,236.0,0.6991525423728814
666,2020-04-05,Maharashtra,490,365.0,1.3424657534246576
667,2020-04-05,Manipur,2,122.0,0.01639344262295082
668,2020-04-05,Mizoram,1,52.0,0.019230769230769232
669,2020-04-05,Odisha,20,269.0,0.07434944237918216
670,2020-04-05,Puducherry,5,2598.0,0.001924557351809084
671,2020-04-05,Punjab,57,550.0,0.10363636363636364
672,2020-04-05,Rajasthan,200,201.0,0.9950248756218906
673,2020-04-05,Tamil Nadu,485,555.0,0.8738738738738738
674,2020-04-05,Telengana,269,312.0,0.8621794871794872
675,2020-04-05,Uttarakhand,22,189.0,0.1164021164021164
676,2020-04-05,Uttar Pradesh,227,828.0,0.2741545893719807
677,2020-04-05,West Bengal,80,1029.0,0.07774538386783285
678,2020-04-06,Andhra Pradesh,226,303.0,0.7458745874587459
679,2020-04-06,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
680,2020-04-06,Arunachal Pradesh,1,17.0,0.058823529411764705
681,2020-04-06,Assam,26,397.0,0.0654911838790932
682,2020-04-06,Bihar,32,1102.0,0.029038112522686024
683,2020-04-06,Chandigarh,18,9252.0,0.0019455252918287938
684,2020-04-06,Chhattisgarh,10,189.0,0.05291005291005291
685,2020-04-06,Delhi,523,11297.0,0.04629547667522351
686,2020-04-06,Goa,7,394.0,0.017766497461928935
687,2020-04-06,Gujarat,144,308.0,0.4675324675324675
688,2020-04-06,Haryana,84,573.0,0.14659685863874344
689,2020-04-06,Himachal Pradesh,13,123.0,0.10569105691056911
690,2020-04-06,Jammu and Kashmir,109,98.0,1.1122448979591837
691,2020-04-06,Jharkhand,4,414.0,0.00966183574879227
692,2020-04-06,Karnataka,151,319.0,0.47335423197492166
693,2020-04-06,Kerala,314,859.0,0.36554132712456344
694,2020-04-06,Ladakh,14,2.8,5.0
695,2020-04-06,Madhya Pradesh,165,236.0,0.6991525423728814
696,2020-04-06,Maharashtra,748,365.0,2.0493150684931507
697,2020-04-06,Manipur,2,122.0,0.01639344262295082
698,2020-04-06,Mizoram,1,52.0,0.019230769230769232
699,2020-04-06,Odisha,21,269.0,0.07806691449814127
700,2020-04-06,Puducherry,5,2598.0,0.001924557351809084
701,2020-04-06,Punjab,76,550.0,0.13818181818181818
702,2020-04-06,Rajasthan,274,201.0,1.36318407960199
703,2020-04-06,Tamil Nadu,571,555.0,1.0288288288288288
704,2020-04-06,Telengana,321,312.0,1.0288461538461537
705,2020-04-06,Uttarakhand,26,189.0,0.13756613756613756
706,2020-04-06,Uttar Pradesh,305,828.0,0.36835748792270534
707,2020-04-06,West Bengal,80,1029.0,0.07774538386783285
708,2020-04-07,Andhra Pradesh,266,303.0,0.8778877887788779
709,2020-04-07,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
710,2020-04-07,Arunachal Pradesh,1,17.0,0.058823529411764705
711,2020-04-07,Assam,26,397.0,0.0654911838790932
712,2020-04-07,Bihar,32,1102.0,0.029038112522686024
713,2020-04-07,Chandigarh,18,9252.0,0.0019455252918287938
714,2020-04-07,Chhattisgarh,10,189.0,0.05291005291005291
715,2020-04-07,Delhi,576,11297.0,0.05098698769584845
716,2020-04-07,Goa,7,394.0,0.017766497461928935
717,2020-04-07,Gujarat,165,308.0,0.5357142857142857
718,2020-04-07,Haryana,90,573.0,0.15706806282722513
719,2020-04-07,Himachal Pradesh,13,123.0,0.10569105691056911
720,2020-04-07,Jammu and Kashmir,116,98.0,1.183673469387755
721,2020-04-07,Jharkhand,4,414.0,0.00966183574879227
722,2020-04-07,Karnataka,175,319.0,0.54858934169279
723,2020-04-07,Kerala,327,859.0,0.3806752037252619
724,2020-04-07,Ladakh,14,2.8,5.0
725,2020-04-07,Madhya Pradesh,229,236.0,0.9703389830508474
726,2020-04-07,Maharashtra,868,365.0,2.378082191780822
727,2020-04-07,Manipur,2,122.0,0.01639344262295082
728,2020-04-07,Mizoram,1,52.0,0.019230769230769232
729,2020-04-07,Odisha,42,269.0,0.15613382899628253
730,2020-04-07,Puducherry,5,2598.0,0.001924557351809084
731,2020-04-07,Punjab,91,550.0,0.16545454545454547
732,2020-04-07,Rajasthan,288,201.0,1.4328358208955223
733,2020-04-07,Tamil Nadu,621,555.0,1.1189189189189188
734,2020-04-07,Telengana,364,312.0,1.1666666666666667
735,2020-04-07,Tripura,1,350.0,0.002857142857142857
736,2020-04-07,Uttarakhand,31,189.0,0.164021164021164
737,2020-04-07,Uttar Pradesh,305,828.0,0.36835748792270534
738,2020-04-07,West Bengal,91,1029.0,0.08843537414965986
739,2020-04-08,Andhra Pradesh,305,303.0,1.0066006600660067
740,2020-04-08,Andaman and Nicobar Islands,10,46.0,0.21739130434782608
741,2020-04-08,Arunachal Pradesh,1,17.0,0.058823529411764705
742,2020-04-08,Assam,27,397.0,0.06801007556675064
743,2020-04-08,Bihar,38,1102.0,0.034482758620689655
744,2020-04-08,Chandigarh,18,9252.0,0.0019455252918287938
745,2020-04-08,Chhattisgarh,10,189.0,0.05291005291005291
746,2020-04-08,Delhi,576,11297.0,0.05098698769584845
747,2020-04-08,Goa,7,394.0,0.017766497461928935
748,2020-04-08,Gujarat,165,308.0,0.5357142857142857
749,2020-04-08,Haryana,147,573.0,0.25654450261780104
750,2020-04-08,Himachal Pradesh,18,123.0,0.14634146341463414
751,2020-04-08,Jammu and Kashmir,116,98.0,1.183673469387755
752,2020-04-08,Jharkhand,4,414.0,0.00966183574879227
753,2020-04-08,Karnataka,175,319.0,0.54858934169279
754,2020-04-08,Kerala,336,859.0,0.3911525029103609
755,2020-04-08,Ladakh,14,2.8,5.0
756,2020-04-08,Madhya Pradesh,229,236.0,0.9703389830508474
757,2020-04-08,Maharashtra,1018,365.0,2.789041095890411
758,2020-04-08,Manipur,2,122.0,0.01639344262295082
759,2020-04-08,Mizoram,1,52.0,0.019230769230769232
760,2020-04-08,Odisha,42,269.0,0.15613382899628253
761,2020-04-08,Puducherry,5,2598.0,0.001924557351809084
762,2020-04-08,Punjab,91,550.0,0.16545454545454547
763,2020-04-08,Rajasthan,328,201.0,1.6318407960199004
764,2020-04-08,Tamil Nadu,690,555.0,1.2432432432432432
765,2020-04-08,Telengana,427,312.0,1.3685897435897436
766,2020-04-08,Tripura,1,350.0,0.002857142857142857
767,2020-04-08,Uttarakhand,31,189.0,0.164021164021164
768,2020-04-08,Uttar Pradesh,343,828.0,0.4142512077294686
769,2020-04-08,West Bengal,99,1029.0,0.09620991253644315
770,2020-04-09,Andhra Pradesh,348,303.0,1.1485148514851484
771,2020-04-09,Andaman and Nicobar Islands,11,46.0,0.2391304347826087
772,2020-04-09,Arunachal Pradesh,1,17.0,0.058823529411764705
773,2020-04-09,Assam,28,397.0,0.07052896725440806
774,2020-04-09,Bihar,39,1102.0,0.03539019963702359
775,2020-04-09,Chandigarh,18,9252.0,0.0019455252918287938
776,2020-04-09,Chhattisgarh,10,189.0,0.05291005291005291
777,2020-04-09,Delhi,669,11297.0,0.05921926175090732
778,2020-04-09,Goa,7,394.0,0.017766497461928935
779,2020-04-09,Gujarat,179,308.0,0.5811688311688312
780,2020-04-09,Haryana,169,573.0,0.2949389179755672
781,2020-04-09,Himachal Pradesh,18,123.0,0.14634146341463414
782,2020-04-09,Jammu and Kashmir,158,98.0,1.6122448979591837
783,2020-04-09,Jharkhand,13,414.0,0.03140096618357488
784,2020-04-09,Karnataka,181,319.0,0.567398119122257
785,2020-04-09,Kerala,345,859.0,0.40162980209545984
786,2020-04-09,Ladakh,14,2.8,5.0
787,2020-04-09,Madhya Pradesh,259,236.0,1.097457627118644
788,2020-04-09,Maharashtra,1135,365.0,3.1095890410958904
789,2020-04-09,Manipur,2,122.0,0.01639344262295082
790,2020-04-09,Mizoram,1,52.0,0.019230769230769232
791,2020-04-09,Odisha,42,269.0,0.15613382899628253
792,2020-04-09,Puducherry,5,2598.0,0.001924557351809084
793,2020-04-09,Punjab,101,550.0,0.18363636363636363
794,2020-04-09,Rajasthan,383,201.0,1.9054726368159205
795,2020-04-09,Tamil Nadu,738,555.0,1.3297297297297297
796,2020-04-09,Telengana,442,312.0,1.4166666666666667
797,2020-04-09,Tripura,1,350.0,0.002857142857142857
798,2020-04-09,Uttarakhand,35,189.0,0.18518518518518517
799,2020-04-09,Uttar Pradesh,410,828.0,0.49516908212560384
800,2020-04-09,West Bengal,103,1029.0,0.1000971817298348
801,2020-04-10,Andhra Pradesh,363,303.0,1.198019801980198
802,2020-04-10,Andaman and Nicobar Islands,11,46.0,0.2391304347826087
803,2020-04-10,Arunachal Pradesh,1,17.0,0.058823529411764705
804,2020-04-10,Assam,29,397.0,0.07304785894206549
805,2020-04-10,Bihar,60,1102.0,0.0544464609800363
806,2020-04-10,Chandigarh,18,9252.0,0.0019455252918287938
807,2020-04-10,Chhattisgarh,10,189.0,0.05291005291005291
808,2020-04-10,Delhi,898,11297.0,0.07949013012304151
809,2020-04-10,Goa,7,394.0,0.017766497461928935
810,2020-04-10,Gujarat,241,308.0,0.7824675324675324
811,2020-04-10,Haryana,169,573.0,0.2949389179755672
812,2020-04-10,Himachal Pradesh,28,123.0,0.22764227642276422
813,2020-04-10,Jammu and Kashmir,184,98.0,1.8775510204081634
814,2020-04-10,Jharkhand,13,414.0,0.03140096618357488
815,2020-04-10,Karnataka,197,319.0,0.6175548589341693
816,2020-04-10,Kerala,357,859.0,0.41559953434225844
817,2020-04-10,Ladakh,15,2.8,5.357142857142858
818,2020-04-10,Madhya Pradesh,259,236.0,1.097457627118644
819,2020-04-10,Maharashtra,1364,365.0,3.736986301369863
820,2020-04-10,Manipur,2,122.0,0.01639344262295082
821,2020-04-10,Mizoram,1,52.0,0.019230769230769232
822,2020-04-10,Odisha,44,269.0,0.16356877323420074
823,2020-04-10,Puducherry,5,2598.0,0.001924557351809084
824,2020-04-10,Punjab,132,550.0,0.24
825,2020-04-10,Rajasthan,463,201.0,2.3034825870646767
826,2020-04-10,Tamil Nadu,834,555.0,1.5027027027027027
827,2020-04-10,Telengana,473,312.0,1.516025641025641
828,2020-04-10,Tripura,1,350.0,0.002857142857142857
829,2020-04-10,Uttarakhand,35,189.0,0.18518518518518517
830,2020-04-10,Uttar Pradesh,431,828.0,0.5205314009661836
831,2020-04-10,West Bengal,116,1029.0,0.11273080660835763
